Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
7750.0,55.0,137000.0,Diesel,72,1,0,2000,5,1135
9900.0,66.0,94606.0,Petrol,110,0,0,1600,3,1065
16950.0,27.0,110404.0,Diesel,90,0,0,2000,5,1255
7950.0,69.0,83133.0,Petrol,86,0,0,1300,3,1015
13950.0,24.0,41711.0,Diesel,90,1,0,2000,3,1165
11750.0,38.0,16000.0,Petrol,97,1,0,1400,5,1060
11450.0,37.0,38812.0,Petrol,97,0,0,1400,3,1025
16500.0,20.0,35000.0,Petrol,97,1,0,1400,5,1110
19950.0,14.0,5459.0,Petrol,110,1,0,1600,5,1130
10900.0,50.0,46000.0,Petrol,97,0,0,1400,3,1025
12450.0,34.0,49291.0,Petrol,110,1,0,1600,3,1040
18600.0,30.0,75889.0,Diesel,90,1,0,2000,3,1245
9900.0,68.0,62222.0,Petrol,110,0,0,1600,5,1075
9450.0,65.0,92226.0,Petrol,110,0,0,1600,3,1065
15999.0,30.0,38950.0,Petrol,110,1,0,1600,5,1130
7750.0,80.0,57000.0,Petrol,86,0,0,1300,4,1000
8950.0,68.0,119500.0,petrol,110,1,0,1600,5,1070
9500.0,65.0,70068.0,Petrol,110,1,0,1600,5,1075
15950.0,25.0,25000.0,Petrol,97,0,0,1400,3,1100
9900.0,67.0,49585.0,Petrol,110,0,0,1600,5,1085
11450.0,50.0,50400.0,Petrol,110,0,0,1600,5,1080
8250.0,59.0,112827.0,Petrol,86,1,0,1300,5,1040
10995.0,50.0,41273.0,Petrol,97,0,0,1400,5,1060
8950.0,60.0,58269.0,Petrol,110,1,0,1600,3,1050
13250.0,41.0,123425.0,Diesel,69,1,0,1900,5,1140
12250.0,60.0,96000.0,Diesel,72,0,0,2000,4,1100
9950.0,64.0,58136.0,petrol,110,1,0,1600,5,1075
9895.0,67.0,79858.0,Petrol,110,1,0,1600,4,1040
9500.0,79.0,56214.0,Petrol,86,0,0,1300,3,1015
8950.0,74.0,48242.0,Petrol,86,1,0,1300,5,1035
8450.0,68.0,90727.0,petrol,110,0,0,1600,3,1050
7450.0,78.0,87743.0,Petrol,110,0,0,1600,3,1055
17450.0,18.0,23902.0,petrol,97,1,0,1400,3,1100
9950.0,75.0,107000.0,Petrol,110,1,0,1600,3,1050
10500.0,60.0,79150.0,Petrol,110,1,0,1600,5,1075
7350.0,65.0,140168.0,Diesel,72,1,0,2000,3,1115
11450.0,41.0,84312.0,Petrol,110,0,0,1600,5,1080
7750.0,63.0,109230.0,Petrol,110,0,0,1600,3,1050
7750.0,74.0,120196.0,Petrol,110,1,0,1600,3,1050
8750.0,80.0,82021.0,petrol,86,1,0,1300,5,1035
8950.0,65.0,62225.0,Petrol,110,1,0,1600,3,1050
21500.0,27.0,19700.0,Petrol,192,0,0,1800,3,1185
8950.0,74.0,61700.0,Petrol,110,0,0,1600,5,1070
9250.0,53.0,90097.0,diesel,69,1,0,1900,5,1140
8250.0,65.0,80086.0,Petrol,110,1,0,1600,4,1035
16950.0,26.0,32181.0,Petrol,110,1,0,1600,5,1075
13250.0,44.0,21027.0,Petrol,110,1,0,1600,5,1080
6990.0,79.0,95700.0,petrol,110,0,0,1600,5,1085
9950.0,47.0,26221.0,Petrol,97,1,0,1400,3,1025
10500.0,50.0,54465.0,petrol,110,0,0,1600,5,1075
11950.0,42.0,61300.0,Petrol,97,1,0,1400,3,1030
11250.0,44.0,36066.0,Petrol,110,1,0,1600,3,1040
11930.0,49.0,31999.0,Petrol,97,0,0,1400,3,1030
10950.0,59.0,32150.0,Petrol,110,1,0,1600,5,1085
9750.0,58.0,105942.0,Petrol,86,0,0,1300,5,1040
18500.0,13.0,18000.0,Petrol,71,0,0,1400,3,1125
11950.0,47.0,40361.0,Petrol,110,1,0,1600,5,1090
11500.0,68.0,61100.0,petrol,110,1,0,1600,5,1075
14350.0,41.0,24475.0,Petrol,110,1,0,1600,5,1030
8950.0,71.0,72128.0,Petrol,107,1,1,1600,5,1100
8900.0,78.0,97534.0,Petrol,110,1,0,1600,5,1070
10950.0,67.0,65785.0,Petrol,110,1,0,1600,5,1075
9500.0,79.0,100719.0,petrol,110,0,0,1600,5,1070
8750.0,76.0,104344.0,Petrol,110,1,0,1600,3,1050
11950.0,37.0,82743.0,methane,110,1,0,1600,5,1121
9995.0,57.0,55844.0,petrol,86,1,0,1300,5,1045
10950.0,59.0,78750.0,Diesel,90,1,0,1975,5,1155
6950.0,77.0,77000.0,Petrol,86,0,0,1300,3,1015
6450.0,75.0,101855.0,Petrol,110,1,0,1600,5,1070
9450.0,59.0,70218.0,Petrol,110,1,0,1600,3,1050
10500.0,62.0,47750.0,Petrol,86,1,0,1300,5,1040
7950.0,77.0,72703.0,Petrol,110,1,0,1600,3,1050
8250.0,80.0,60476.0,Petrol,110,1,0,1600,5,1114
12900.0,41.0,61200.0,Petrol,110,1,0,1600,3,1045
8950.0,71.0,29000.0,Petrol,86,1,1,1300,3,1045
7950.0,79.0,131500.0,diesel,72,0,0,2000,5,1140
9950.0,50.0,102030.0,Petrol,97,1,0,1400,5,1060
10250.0,62.0,53285.0,Petrol,110,1,0,1600,5,1075
9950.0,42.0,105699.0,Petrol,97,1,0,1400,3,1025
9500.0,59.0,86871.0,Petrol,86,1,0,1300,5,1040
10500.0,56.0,19313.0,Petrol,97,0,0,1400,3,1025
9800.0,68.0,83000.0,petrol,107,1,1,1600,5,1100
9799.0,51.0,59000.0,Petrol,97,1,0,1400,3,1025
,64.0,,Diesel,72,1,0,2000,5,1135
6950.0,68.0,155720.0,Petrol,86,1,0,1300,3,1015
8950.0,71.0,65021.0,Diesel,72,1,0,2000,3,1115
24500.0,13.0,19988.0,Petrol,110,1,0,1600,5,1130
13950.0,51.0,53268.0,Petrol,110,1,0,1600,5,1080
9750.0,52.0,89000.0,Petrol,110,0,0,1600,5,1075
6900.0,76.0,125778.0,Petrol,110,0,0,1600,3,1050
,,71000.0,petrol,110,0,0,1600,5,1070
7250.0,78.0,78689.0,Petrol,110,0,0,1600,4,1035
9250.0,61.0,110853.0,Petrol,110,1,0,1600,5,1070
8950.0,66.0,39222.0,Petrol,86,1,1,1300,3,1045
8450.0,75.0,101159.0,Petrol,110,1,0,1600,5,1085
9900.0,62.0,57179.0,petrol,110,1,0,1600,5,1075
10950.0,49.0,107859.0,Petrol,97,0,0,1400,5,1060
12950.0,50.0,29686.0,Petrol,110,1,1,1600,3,1075
9950.0,67.0,108793.0,Petrol,110,1,0,1600,4,1035
11750.0,52.0,46449.0,Petrol,110,1,0,1600,4,1035
32500.0,4.0,1.0,Diesel,116,0,0,2000,5,1480
9950.0,44.0,39000.0,petrol,97,1,0,1400,3,1025
10950.0,52.0,99323.0,Petrol,110,1,0,1600,3,1055
7460.0,80.0,111392.0,CNG,110,0,0,1598,3,1083
11500.0,55.0,63000.0,Petrol,110,0,0,1600,4,1035
10500.0,52.0,46029.0,petrol,110,1,0,1600,4,1030
7950.0,76.0,124591.0,Petrol,110,1,0,1600,5,1075
13950.0,22.0,49059.0,Petrol,97,0,0,1400,3,1100
19950.0,8.0,8574.0,Petrol,110,1,0,1600,5,1130
5950.0,71.0,75085.0,petrol,86,0,0,1300,5,1035
10750.0,56.0,47211.0,petrol,110,1,0,1600,5,1070
11950.0,41.0,29056.0,petrol,97,1,0,1400,5,1060
11000.0,41.0,33000.0,Petrol,110,1,1,1600,5,1075
15950.0,19.0,29435.0,Petrol,97,1,0,1400,3,1100
7950.0,68.0,74889.0,Petrol,86,1,0,1300,3,1015
6950.0,80.0,84000.0,Petrol,110,0,0,1600,5,1075
8450.0,65.0,93408.0,Petrol,86,0,0,1300,3,1015
11950.0,40.0,17051.0,Petrol,97,0,0,1400,5,1060
9450.0,61.0,54125.0,petrol,110,1,0,1600,5,1035
13750.0,54.0,48370.0,petrol,110,1,0,1600,5,1080
9450.0,64.0,72000.0,Petrol,86,1,0,1300,3,1015
8950.0,62.0,125175.0,Diesel,116,0,0,2000,5,1150
7600.0,78.0,74926.0,Petrol,110,1,0,1600,5,1075
12995.0,32.0,29198.0,Petrol,97,1,0,1400,5,1060
7750.0,70.0,151300.0,Diesel,72,1,0,2000,5,1150
8950.0,68.0,54875.0,Petrol,110,1,0,1600,5,1070
9900.0,80.0,92255.0,Petrol,107,0,1,1600,5,1105
10995.0,55.0,36406.0,Petrol,110,1,0,1600,4,1035
19950.0,28.0,28000.0,Petrol,110,0,0,1600,5,1130
9950.0,63.0,47612.0,Petrol,86,0,0,1300,3,1015
10950.0,42.0,33623.0,Petrol,97,1,0,1400,3,1025
12950.0,43.0,43632.0,Petrol,110,1,0,1600,5,1075
10850.0,54.0,47768.0,Petrol,110,0,0,1600,3,1055
8950.0,79.0,66855.0,Petrol,110,1,0,1600,5,1075
9250.0,74.0,96000.0,Petrol,110,1,0,1600,5,1085
8250.0,63.0,44944.0,Petrol,110,1,0,1600,4,1035
9950.0,52.0,65170.0,Petrol,97,1,0,1400,3,1025
9950.0,58.0,72928.0,Petrol,110,1,0,1600,5,1075
12900.0,38.0,22865.0,petrol,110,1,0,1600,5,1075
9750.0,68.0,58860.0,petrol,110,1,0,1600,3,1055
8500.0,60.0,61977.0,Petrol,86,1,0,1300,3,1015
7750.0,65.0,58300.0,Petrol,86,1,0,1300,3,1015
11895.0,41.0,39439.0,Petrol,97,0,0,1400,5,1060
8250.0,72.0,86860.0,Petrol,110,0,0,1600,5,1075
10950.0,38.0,41754.0,Petrol,110,0,0,1600,3,1040
11950.0,35.0,65988.0,Petrol,110,1,0,1600,3,1040
18950.0,13.0,57037.0,Petrol,110,0,0,1600,5,1115
19600.0,9.0,7650.0,Petrol,110,1,0,1600,5,1115
,,60239.0,Petrol,110,1,0,1600,5,1075
11950.0,47.0,57500.0,Petrol,110,1,0,1600,4,1105
9950.0,63.0,55942.0,Petrol,110,1,0,1600,5,1070
7750.0,72.0,106108.0,Petrol,110,1,0,1600,3,1050
8950.0,61.0,60532.0,Petrol,110,1,0,1600,3,1050
5950.0,77.0,145996.0,Petrol,110,0,0,1600,4,1035
15950.0,19.0,51884.0,Petrol,97,1,0,1400,3,1100
10750.0,36.0,36269.0,Petrol,110,1,0,1600,5,1075
8500.0,71.0,120000.0,Petrol,110,0,0,1600,5,1085
7750.0,48.0,140700.0,Diesel,69,1,0,1900,5,1110
,,,Petrol,86,1,0,1300,3,1015
9450.0,54.0,138394.0,Diesel,69,1,0,1900,4,1095
9900.0,64.0,41200.0,Petrol,110,0,0,1600,5,1070
16250.0,20.0,32627.0,Petrol,97,1,0,1400,5,1110
9750.0,64.0,106784.0,Petrol,110,0,1,1600,3,1050
7950.0,66.0,45000.0,Petrol,86,1,0,1300,5,1035
11950.0,42.0,30190.0,Petrol,110,1,0,1600,5,1075
8950.0,69.0,75000.0,Petrol,86,1,0,1300,4,1000
9995.0,61.0,57169.0,Petrol,110,1,0,1600,3,1065
11480.0,41.0,47350.0,Petrol,110,1,0,1600,5,1075
11950.0,58.0,34000.0,Petrol,110,0,0,1600,5,1075
7950.0,79.0,72328.0,Petrol,110,1,0,1600,5,1075
8950.0,62.0,74457.0,petrol,110,0,0,1600,5,1075
8750.0,68.0,125000.0,Diesel,72,1,0,2000,3,1115
10250.0,52.0,49432.0,Petrol,110,1,0,1600,3,1050
7950.0,65.0,78076.0,petrol,86,1,0,1300,3,1015
9950.0,59.0,67010.0,Petrol,110,1,0,1600,3,1065
10750.0,46.0,69574.0,Petrol,97,0,0,1400,5,1065
6450.0,71.0,151000.0,CompressedNaturalGas,110,1,0,1600,5,1094
9950.0,57.0,102300.0,diesel,72,1,0,2000,5,1135
6950.0,79.0,218118.0,Diesel,72,0,0,2000,5,1150
11500.0,46.0,34000.0,Petrol,110,1,0,1600,5,1075
17950.0,31.0,16238.0,Petrol,110,1,1,1600,5,1180
8450.0,71.0,98154.0,Petrol,110,1,0,1600,3,1050
16650.0,25.0,15414.0,Petrol,97,1,0,1400,5,1110
12950.0,38.0,48197.0,petrol,110,1,0,1600,5,1075
12400.0,34.0,32431.0,Petrol,97,1,0,1400,5,1060
7800.0,64.0,65000.0,Petrol,110,1,0,1600,3,1050
7950.0,74.0,123077.0,Petrol,86,1,0,1300,3,1015
8950.0,77.0,78435.0,petrol,86,0,0,1300,3,1015
5250.0,72.0,126478.0,Petrol,110,1,0,1600,4,1035
10250.0,55.0,77780.0,petrol,110,0,0,1600,3,1040
6999.0,71.0,64000.0,petrol,110,1,0,1600,5,1070
10000.0,57.0,28000.0,Petrol,86,0,0,1300,3,1015
17950.0,20.0,7187.0,Petrol,110,1,0,1600,3,1105
12750.0,37.0,39757.0,Petrol,110,1,0,1600,5,1075
13500.0,33.0,48928.0,Diesel,69,1,0,1900,3,1105
9950.0,61.0,76700.0,Petrol,86,1,0,1300,5,1035
6750.0,73.0,156169.0,Petrol,86,1,0,1300,5,1035
10950.0,48.0,26938.0,Petrol,110,1,0,1600,3,1040
8000.0,58.0,70560.0,Petrol,110,1,0,1600,3,1050
8900.0,66.0,76791.0,Petrol,110,1,0,1600,5,1070
8950.0,54.0,149329.0,Diesel,72,1,0,2000,5,1135
5800.0,78.0,161775.0,Petrol,86,1,0,1300,3,1015
9750.0,65.0,59000.0,Petrol,110,0,0,1600,5,1075
7450.0,80.0,49580.0,Petrol,110,1,0,1600,4,1035
8600.0,69.0,57096.0,Petrol,86,1,0,1300,3,1025
11695.0,43.0,33113.0,Petrol,110,1,0,1600,5,1075
17795.0,1.0,1.0,Petrol,98,1,0,1400,4,1100
12500.0,36.0,43427.0,Petrol,110,1,0,1600,3,1040
18990.0,20.0,23175.0,Petrol,110,1,0,1600,3,1120
8750.0,68.0,61504.0,Petrol,110,1,0,1600,4,1035
9000.0,68.0,65000.0,Petrol,110,0,0,1600,5,1070
9500.0,54.0,62519.0,Petrol,97,0,0,1400,3,1025
11750.0,40.0,32532.0,Petrol,110,1,0,1600,3,1040
11950.0,38.0,32781.0,Petrol,110,0,0,1600,5,1075
10500.0,54.0,115046.0,Diesel,69,1,0,1900,5,1140
8950.0,78.0,24000.0,Petrol,86,1,1,1300,5,1065
10950.0,65.0,81192.0,petrol,110,1,0,1600,3,1065
8750.0,64.0,98291.0,Petrol,86,0,0,1300,4,1000
10295.0,67.0,62316.0,Petrol,110,1,0,1600,3,1050
5740.0,74.0,159908.0,Petrol,110,0,0,1600,3,1050
8450.0,77.0,61906.0,Petrol,86,1,1,1300,5,1065
8250.0,72.0,93066.0,Petrol,110,1,0,1600,5,1075
11950.0,51.0,50000.0,Petrol,86,1,0,1300,5,1045
8950.0,65.0,75000.0,Petrol,86,0,0,1300,3,1015
9750.0,68.0,69103.0,Petrol,110,0,0,1600,4,1035
9950.0,78.0,30964.0,Petrol,110,0,1,1600,3,1080
10750.0,50.0,76167.0,Petrol,97,1,0,1400,5,1060
7250.0,78.0,87000.0,Petrol,110,1,0,1600,4,1035
19950.0,22.0,43610.0,petrol,192,0,0,1800,3,1185
12950.0,39.0,45081.0,Petrol,110,1,0,1600,5,1075
24950.0,8.0,13253.0,Diesel,116,1,0,2000,5,1320
5950.0,59.0,105000.0,Petrol,86,1,0,1300,3,1015
16950.0,30.0,64359.0,Petrol,110,1,0,1600,3,1105
12750.0,33.0,27240.0,Petrol,110,1,0,1600,5,1075
8950.0,64.0,133769.0,Diesel,72,1,0,2000,3,1120
9500.0,58.0,73172.0,Petrol,110,1,0,1600,5,1075
9450.0,52.0,104805.0,Petrol,97,1,0,1400,3,1025
6900.0,69.0,58952.0,Petrol,110,1,0,1600,3,1050
21950.0,8.0,9788.0,Petrol,110,1,0,1600,5,1130
10450.0,65.0,36000.0,petrol,110,1,0,1600,3,1065
12500.0,48.0,43120.0,petrol,97,1,0,1400,3,1030
7750.0,73.0,34717.0,Petrol,86,0,0,1300,3,1015
6950.0,77.0,90305.0,petrol,86,1,0,1300,3,1015
10450.0,50.0,17619.0,Petrol,110,0,0,1600,4,1030
8950.0,65.0,47014.0,Petrol,86,1,0,1300,3,1015
16950.0,19.0,13748.0,petrol,97,1,0,1400,3,1100
7950.0,76.0,71000.0,Petrol,110,1,0,1600,3,1050
7950.0,73.0,107108.0,Petrol,110,1,0,1600,3,1050
9950.0,61.0,45000.0,Petrol,107,0,1,1600,3,1085
21750.0,13.0,13178.0,Petrol,110,1,0,1600,5,1130
8950.0,61.0,100748.0,Petrol,110,0,0,1600,5,1070
7500.0,50.0,1.0,Diesel,90,1,0,2000,3,1260
22500.0,6.0,3000.0,Petrol,110,0,0,1600,5,1130
10450.0,60.0,47060.0,Petrol,110,0,0,1600,4,1035
8950.0,62.0,25505.0,Petrol,86,1,0,1300,5,1035
19950.0,7.0,6250.0,Petrol,110,1,0,1600,5,1115
8450.0,63.0,88685.0,Petrol,110,0,0,1600,5,1070
9475.0,48.0,56675.0,petrol,97,1,0,1400,3,1025
8750.0,49.0,68565.0,Petrol,110,1,0,1600,4,1030
8950.0,60.0,70954.0,Petrol,110,0,0,1600,3,1050
10950.0,64.0,73376.0,Petrol,110,0,0,1600,5,1070
13450.0,33.0,51945.0,petrol,110,1,0,1600,5,1075
13500.0,39.0,56001.0,Petrol,110,1,0,1600,5,1075
8950.0,65.0,57374.0,petrol,110,1,0,1600,5,1075
9750.0,57.0,45000.0,Petrol,110,1,0,1600,3,1050
16950.0,29.0,43905.0,Petrol,110,0,1,1600,3,1170
8750.0,79.0,39800.0,Petrol,107,0,1,1600,3,1080
9500.0,62.0,49258.0,Petrol,110,1,0,1600,4,1035
13450.0,40.0,28362.0,Petrol,110,1,0,1600,3,1040
9950.0,54.0,103454.0,Petrol,110,1,0,1600,5,1075
10950.0,35.0,21904.0,Petrol,97,0,0,1400,3,1025
15450.0,25.0,17003.0,Petrol,97,1,0,1400,5,1110
12250.0,51.0,34882.0,petrol,110,1,0,1600,5,1075
21950.0,27.0,49866.0,Petrol,192,1,0,1800,5,1195
12750.0,43.0,24553.0,Petrol,110,1,0,1600,5,1080
9500.0,68.0,80121.0,Petrol,110,0,0,1600,5,1070
7950.0,78.0,72222.0,Petrol,110,1,0,1600,5,1070
9900.0,59.0,46929.0,Petrol,86,1,0,1300,3,1025
18750.0,31.0,25266.0,Petrol,110,1,0,1600,5,1130
13950.0,44.0,39516.0,petrol,97,1,0,1400,5,1060
9450.0,70.0,85470.0,Petrol,107,0,1,1600,3,1080
7900.0,62.0,88667.0,Petrol,110,1,0,1600,4,1040
10750.0,54.0,39000.0,Petrol,97,0,0,1400,3,1025
9250.0,65.0,35283.0,Petrol,86,1,0,1300,3,1015
9950.0,68.0,68865.0,Petrol,110,1,0,1600,3,1065
15750.0,23.0,28227.0,Petrol,97,1,0,1400,5,1110
10500.0,65.0,67003.0,Petrol,110,1,0,1600,4,1035
6950.0,70.0,81663.0,Petrol,110,0,0,1600,3,1050
8950.0,68.0,86714.0,Petrol,110,1,0,1600,4,1035
10950.0,54.0,81905.0,Petrol,110,1,0,1600,5,1105
8750.0,79.0,86000.0,Petrol,86,1,0,1300,5,1040
8950.0,61.0,82115.0,petrol,110,1,0,1600,3,1055
7500.0,62.0,183500.0,Diesel,72,1,0,2000,5,1140
8900.0,59.0,86888.0,Petrol,110,1,0,1600,3,1050
7500.0,80.0,73200.0,petrol,110,1,0,1600,5,1070
9500.0,77.0,75799.0,Petrol,110,1,0,1600,3,1050
8950.0,68.0,77008.0,petrol,86,1,0,1300,3,1015
9950.0,59.0,65463.0,Petrol,110,1,0,1600,5,1070
4350.0,44.0,158320.0,Diesel,69,0,0,1800,5,1110
10350.0,60.0,55085.0,Petrol,107,0,1,1600,5,1105
8250.0,80.0,58267.0,Petrol,110,1,0,1600,5,1070
8450.0,78.0,73638.0,Petrol,86,1,1,1300,4,1015
8400.0,60.0,52487.0,Petrol,110,1,0,1600,4,1035
6950.0,76.0,191620.0,Diesel,72,0,0,2000,5,1150
10750.0,49.0,80090.0,Petrol,97,1,0,1400,3,1030
9500.0,61.0,92498.0,Petrol,110,1,0,1600,3,1050
8950.0,71.0,82000.0,Petrol,110,1,0,1600,5,1075
7250.0,80.0,74151.0,Petrol,110,1,0,1600,3,1050
5950.0,72.0,105856.0,Petrol,86,0,0,1300,3,1015
10500.0,50.0,62280.0,Petrol,97,1,0,1400,5,1060
18800.0,14.0,11500.0,Petrol,110,1,0,1600,3,1045
11950.0,53.0,55500.0,Petrol,110,1,0,1600,4,1035
7950.0,71.0,139145.0,Diesel,73,0,0,2000,2,1115
8950.0,60.0,40000.0,Petrol,86,1,0,1300,4,1000
11500.0,44.0,89757.0,Petrol,110,1,0,1600,3,1045
14950.0,42.0,53719.0,Petrol,110,1,1,1600,5,1105
9950.0,58.0,58000.0,Petrol,110,1,0,1600,3,1050
10750.0,55.0,52149.0,Petrol,97,1,0,1400,3,1085
8900.0,61.0,52112.0,petrol,110,1,0,1600,4,1035
7950.0,80.0,97548.0,Petrol,86,0,0,1300,5,1035
9750.0,67.0,67762.0,Petrol,110,1,0,1600,3,1065
4750.0,44.0,131273.0,Diesel,69,1,0,1800,5,1110
7995.0,65.0,60724.0,Petrol,86,1,0,1300,3,1015
6500.0,53.0,216000.0,Diesel,69,0,0,1900,3,1110
10400.0,68.0,66785.0,Petrol,86,0,1,1300,3,1045
17450.0,28.0,8537.0,Petrol,110,1,0,1600,5,1130
12950.0,33.0,33591.0,Petrol,110,1,0,1600,5,1075
9950.0,63.0,57124.0,Petrol,110,1,0,1600,3,1065
22500.0,32.0,34131.0,Petrol,192,1,0,1800,3,1185
18245.0,1.0,1.0,petrol,110,1,0,1600,5,1075
15800.0,22.0,75048.0,Petrol,97,1,0,1400,5,1110
8500.0,80.0,70597.0,Petrol,107,1,1,1600,3,1080
10500.0,52.0,31579.0,Petrol,97,0,0,1400,3,1025
8950.0,55.0,94401.0,Diesel,72,0,0,2000,3,1115
11950.0,49.0,40836.0,petrol,110,0,1,1600,3,1075
11950.0,55.0,52141.0,Petrol,110,1,0,1600,5,1070
7150.0,70.0,61000.0,Petrol,110,1,0,1600,4,1035
11950.0,40.0,58954.0,petrol,110,1,0,1600,5,1080
7950.0,68.0,78521.0,Petrol,86,0,0,1300,3,1015
13950.0,37.0,36074.0,Petrol,110,1,1,1600,5,1075
8950.0,69.0,156204.0,Diesel,72,1,0,2000,3,1115
6640.0,74.0,106250.0,petrol,110,0,0,1600,5,1070
11950.0,56.0,66777.0,Petrol,110,0,0,1600,5,1090
18950.0,20.0,39115.0,Petrol,110,1,0,1600,5,1130
7500.0,76.0,70039.0,petrol,110,1,0,1600,3,1050
7900.0,76.0,60000.0,petrol,110,0,0,1600,3,1050
12950.0,51.0,38403.0,Petrol,110,0,0,1600,3,1055
10950.0,52.0,36000.0,petrol,110,1,0,1600,5,1075
18750.0,11.0,24500.0,Petrol,110,1,0,1600,3,1120
7500.0,80.0,71500.0,Petrol,110,1,0,1600,4,1035
7250.0,80.0,94447.0,Petrol,110,0,0,1600,3,1050
10450.0,48.0,15000.0,petrol,97,1,0,1400,3,1025
9950.0,80.0,94079.0,Petrol,110,1,0,1600,5,1085
8900.0,59.0,36954.0,Petrol,110,1,0,1600,3,1050
9250.0,60.0,65259.0,Petrol,110,1,0,1600,3,1050
14950.0,26.0,48000.0,Diesel,90,0,0,2000,3,1165
6500.0,78.0,130000.0,petrol,86,0,0,1300,5,1015
19950.0,19.0,51099.0,Diesel,90,1,0,2000,5,1255
9250.0,73.0,68988.0,Petrol,86,1,0,1300,5,1035
8450.0,80.0,23000.0,Petrol,86,0,0,1300,3,1015
13750.0,30.0,38500.0,Diesel,90,0,0,2000,3,1170
22950.0,7.0,10000.0,Diesel,116,1,0,2000,5,1270
8950.0,73.0,97494.0,Petrol,110,1,0,1600,5,1085
11950.0,54.0,75231.0,Petrol,110,1,0,1600,5,1080
7950.0,72.0,78120.0,Petrol,110,1,0,1600,5,1075
9450.0,63.0,70908.0,Petrol,86,0,0,1300,5,1035
7450.0,75.0,91082.0,Petrol,110,1,0,1600,3,1050
8500.0,77.0,170000.0,Diesel,72,0,0,2000,4,1100
11500.0,48.0,89049.0,Petrol,97,1,0,1400,5,1060
10950.0,44.0,74846.0,petrol,97,1,0,1400,3,1025
9450.0,77.0,52900.0,Petrol,110,1,0,1600,4,1075
6650.0,75.0,123104.0,petrol,110,1,0,1600,5,1070
10750.0,50.0,61672.0,Petrol,110,0,0,1600,5,1075
13750.0,39.0,40000.0,Petrol,110,1,0,1600,3,1055
8250.0,64.0,150585.0,Petrol,110,1,0,1600,3,1065
7750.0,59.0,154783.0,Diesel,72,1,0,2000,3,1120
6900.0,74.0,101773.0,Petrol,110,0,0,1600,3,1050
11950.0,43.0,58277.0,Petrol,110,1,0,1600,3,1045
10950.0,57.0,118833.0,Petrol,110,0,0,1600,3,1065
7950.0,64.0,154462.0,Diesel,72,1,0,2000,5,1135
10500.0,67.0,70000.0,Petrol,107,1,1,1587,3,1065
7850.0,72.0,88500.0,Petrol,110,1,0,1600,5,1075
8745.0,65.0,45681.0,Petrol,110,0,0,1600,3,1050
14950.0,22.0,30400.0,Petrol,97,1,0,1400,5,1110
8950.0,53.0,115113.0,petrol,97,1,0,1400,3,1025
10250.0,53.0,143513.0,Diesel,69,0,0,1900,5,1140
7900.0,68.0,204250.0,Diesel,72,0,0,2000,3,1115
8800.0,79.0,74093.0,Petrol,110,1,0,1600,5,1075
8950.0,65.0,55000.0,Petrol,86,1,0,1300,3,1015
7250.0,65.0,117609.0,petrol,86,0,0,1300,3,1015
11650.0,39.0,37782.0,Petrol,97,1,0,1400,5,1060
7250.0,69.0,49640.0,Petrol,110,1,0,1600,4,1035
8250.0,57.0,,Diesel,72,0,0,2000,3,1115
9950.0,,,Petrol,110,1,0,1600,3,1065
6900.0,62.0,88000.0,Petrol,86,0,0,1300,3,1020
12450.0,42.0,38665.0,Petrol,110,1,0,1600,5,1075
8950.0,72.0,71054.0,Petrol,86,0,1,1300,3,1045
7750.0,77.0,54439.0,Petrol,86,1,0,1300,3,1015
18750.0,31.0,36544.0,Petrol,110,1,0,1600,5,1130
8950.0,63.0,68453.0,Petrol,110,1,0,1600,5,1070
8750.0,61.0,38019.0,Petrol,110,1,0,1600,5,1070
9500.0,66.0,63881.0,Petrol,86,0,0,1300,3,1015
10500.0,60.0,85000.0,Petrol,86,1,0,1300,3,1025
10750.0,54.0,60239.0,Petrol,110,1,0,1600,5,1075
8250.0,80.0,85565.0,petrol,110,0,0,1600,5,1070
7500.0,59.0,130000.0,Diesel,72,1,0,2000,4,1135
8500.0,69.0,197501.0,Diesel,72,0,0,2000,5,1135
11950.0,54.0,101352.0,Petrol,110,0,0,1600,5,1080
7500.0,78.0,109263.0,Petrol,110,0,0,1600,5,1070
11750.0,54.0,58530.0,Petrol,110,0,0,1600,5,1075
12500.0,56.0,45336.0,Petrol,110,1,0,1600,5,1080
9750.0,66.0,63328.0,Petrol,86,0,1,1300,5,1065
8700.0,75.0,109540.0,Petrol,110,0,0,1600,5,1085
8750.0,73.0,56307.0,Petrol,110,1,0,1600,3,1050
12950.0,39.0,24444.0,Petrol,110,1,0,1600,3,1040
7750.0,76.0,60833.0,Petrol,110,1,0,1600,4,1035
13500.0,41.0,50856.0,Petrol,110,0,0,1600,4,1030
7500.0,78.0,89953.0,Petrol,110,0,0,1600,5,1114
9500.0,63.0,22178.0,Petrol,86,1,0,1300,3,1015
7950.0,74.0,137741.0,Diesel,90,1,0,2000,5,1135
12950.0,67.0,58058.0,Petrol,110,1,0,1600,3,1065
8950.0,77.0,62595.0,Petrol,110,1,0,1600,3,1050
6950.0,79.0,95000.0,Petrol,86,1,0,1300,5,1035
12750.0,43.0,46515.0,petrol,97,0,0,1400,5,1025
10950.0,54.0,71725.0,Petrol,110,1,0,1600,4,1035
6750.0,80.0,86109.0,Petrol,110,1,0,1600,3,1055
